Make,Model,Variant,prices
KABIRA MOBILITY               ,AETOS 100                                         ,60V35AH,68916
KABIRA MOBILITY               ,AETOS 100                                         ,LITHIUM-ION,55000
KABIRA MOBILITY               ,INTERCITY                                         ,AEOLUS 60V35AH,69288
KABIRA MOBILITY               ,INTERCITY                                         ,NEO 60V35AH,68399
KABIRA MOBILITY               ,INTERCITY                                         ,300 60V35AH,96000
KABIRA MOBILITY               ,INTERCITY                                         ,350 60V35AH,98000
KABIRA MOBILITY               ,HERMES 75                                         ,60V35AH,95000
KABIRA MOBILITY               ,KM3000                                            ,60V35AH,145000
KABIRA MOBILITY               ,KM4000                                            ,60V35AH,149000
GKON ELECTRIC VEHICLES PVT LTD,GKON ROADIES                                      ,60V SCOOTY,52000
GKON ELECTRIC VEHICLES PVT LTD,STAR VESPA                                        ,LEAD ACID 72V,67000
UNICORN DIGITAL SYSTEM PVT LTD,UNICORN 250 ZS                                    ,60V/25A,80000
UNICORN DIGITAL SYSTEM PVT LTD,UNICORN 250 NH                                    ,60V/30A,95000
KVHIND AUTOMOTIVE PVT LTD     ,KV-DREAM                                          ,E SCOOTY,64000
KVHIND AUTOMOTIVE PVT LTD     ,GLITTER                                           ,E SCOOTY,63000
KVHIND AUTOMOTIVE PVT LTD     ,GLITTER PLUS                                      ,E SCOOTY,66000
KVHIND AUTOMOTIVE PVT LTD     ,KV-RANGO                                          ,E SCOOTY,65000
KVHIND AUTOMOTIVE PVT LTD     ,KV-GEL                                            ,E SCOOTY,50000
EAPIS                         ,72V 4BAH                                          ,E SCOOTY,110000
WHITE CARBON MOTORS           ,GT5                                               ,STANDARD,115000
WHITE CARBON MOTORS           ,O3                                                ,STANDARD,55900
WHITE CARBON MOTORS           ,JAZZY                                             ,LITHIUM 60V 26AH,87900
ASIS E MOTORS                 ,CLASSY                                            ,SCOOTY,72000
ASIS E MOTORS                 ,HELICO                                            ,SCOOTY,72000
ANK EV                        ,ANK 65                                            ,SCOOTY,72685
ANK EV                        ,ANK 65                                            ,G E SCOOTY,75523
ANK EV                        ,ANK 65                                            ,R E SCOOTY,78345
AARYA ENTERPRISES             ,AARYA                                             ,48V33AH,80000
AARYA ENTERPRISES             ,GC PRIME                                          ,LITHIUM 48V 26AH,70000
JANGID                        ,ATEN                                              ,LITHIUM 60V/30AH,73869
JANGID                        ,ATEN                                              ,LITHIUM 60V/26AH,69747
JANGID                        ,ATEN                                              ,LEAD 60V/28AH,54595
JANGID                        ,EAGLE                                             ,LITHIUM 60V/30AH,75000
JANGID                        ,EAGLE                                             ,LITHIUM 60V/26AH,70000
JANGID                        ,EAGLE                                             ,LEAD 60V/28AH,55000
JANGID                        ,HI ENEREY                                         ,LITHIUM 60V/30AH,76345
JANGID                        ,HI ENEREY                                         ,LITHIUM 60V/26AH,72222
JANGID                        ,HI ENEREY                                         ,LEAD 60V/28AH,57071
VOLT ELECTRIC                 ,STROM                                             ,E SCOOTER,53000
VOLT ELECTRIC                 ,STROM                                             ,LITHIUM 60V 30AH,76000
VOLT ELECTRIC                 ,STROM                                             ,LEAD ACID 60V 30AH,65000
VOLT ELECTRIC                 ,SKY                                               ,E SCOOTER,50000
VOLT ELECTRIC                 ,OPAL                                              ,E SCOOTER,52800
VOLT ELECTRIC                 ,OPAL                                              ,7G,64500
VOLT ELECTRIC                 ,OPAL                                              ,LEAD ACID 60V 30AH,60000
VOLT ELECTRIC                 ,OPAL                                              ,7G LEAD ACID 72V 30AH,73000
VOLT ELECTRIC                 ,OPAL                                              ,9G LEAD ACID 72V 30AH,78000
VOLT ELECTRIC                 ,STANO 5G                                          ,LEAD ACID 60V 35AH,72000
VOLT ELECTRIC                 ,STANO 5G                                          ,LITHIUM 60V 30AH,90000
VOLT ELECTRIC                 ,STANO 5G                                          ,LEAD ACID 72V 30AH,73000
VOLT ELECTRIC                 ,STROM PLUS                                        ,LEAD ACID 12V 28AH,66000
VOLT ELECTRIC                 ,STROM PLUS                                        ,LEAD ACID 60V 30AH,70000
VOLT ELECTRIC                 ,SNIPER                                            ,LEAD ACID 60V 30AH,55000
VOLT ELECTRIC                 ,OPAL PLUS                                         ,LEAD ACID 60V 30AH,68000
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,LI 48V 24AH,62475
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,PLUS LI 48V 24AH,62676
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,S COOL LI 48V 24AH,63653
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,SX LI 48V 24AH,65228
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,STRIM LI 48V 24AH,64679
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,LI 60V 24AH,69800
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,PLUS LI 60V 24AH,69800
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,S COOL LI 60V 24AH,71182
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,SX LI 60V 24AH,72683
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,STRIM LI 60V 24AH,71682
HUNDA ELECTRIC VEHICLE        ,ELECTRO BLAZE                                     ,LI 60V 30AH,72000
AMWA MOTO LLP                 ,PRAKRITI SUPER                                    ,E-BIKE,55000
AMWA MOTO LLP                 ,PRAKRITI NEO                                      ,E-BIKE,57000
AMWA MOTO LLP                 ,PRAKRITI NEO                                      ,LITE ESPA,75000
AMWA MOTO LLP                 ,PRAKRITI ESPA                                     ,E-BIKE,67000
EEVE                          ,EEVE XENIAA                                       ,60V 20AH,73000
EEVE                          ,EEVE 4U                                           ,60V 20AH,70000
EEVE                          ,EEVE YOUR                                         ,60V 27AH,51000
EEVE                          ,EEVE WIND                                         ,70V 20AH,55000
EEVE                          ,EEVE ATREO                                        ,72V 27AH,64000
EEVE                          ,EEVE AHAVA                                        ,60V 27AH,55000
EEVE                          ,EEVE SOUL                                         ,60V 36AH,120000
EEVE                          ,EEVE WOLF                                         ,48V 30AH,54900
ESSEL ENERGY                  ,ESSEL ENERGY GET 1                                ,48V 11AH,37000
ESSEL ENERGY                  ,ESSEL ENERGY GET 1                                ,48V 13AH,39000
ESSEL ENERGY                  ,ESSEL ENERGY GET 7                                ,48V 11AH,42000
ESSEL ENERGY                  ,ESSEL ENERGY GET 7                                ,48V 13AH,44000
ESSEL ENERGY                  ,ESSEL ENERGY GET 7                                ,48V 16AH,45000
ESSEL ENERGY                  ,BOLT                                              ,LITHIUM 48V 27AH,58202
ESSEL ENERGY                  ,BOLT                                              ,LITHIUM 48V 24AH,71700
ESSEL ENERGY                  ,BOLT                                              ,LITHIUM 48V 30AH,77250
ESSEL ENERGY                  ,WIND                                              ,LITHIUM 48V 27AH,54600
ESSEL ENERGY                  ,WIND                                              ,LITHIUM 48V 24AH,68100
ESSEL ENERGY                  ,WIND                                              ,LITHIUM 48V 30AH,73650
ESSEL ENERGY                  ,BOLT 2                                            ,LITHIUM 48V 27AH,59400
ESSEL ENERGY                  ,BOLT 2                                            ,LITHIUM 48V 24AH,72900
ESSEL ENERGY                  ,BOLT 2                                            ,LITHIUM 48V 30AH,78500
EVTRIC MOTORS                 ,EVTRIC AXIS                                       ,48V 26AH,64000
EVTRIC MOTORS                 ,EVTRIC AXIS                                       ,60V 26AH,45000
EVTRIC MOTORS                 ,EVTRIC AXIS                                       ,48V 34AH,76000
EVTRIC MOTORS                 ,EVTRIC RIDE                                       ,48V 26AH,67000
EVTRIC MOTORS                 ,EVTRIC RIDE                                       ,48V 31AH,80952
EVTRIC MOTORS                 ,EVTRIC RIDE                                       ,48V 34AH,84000
EVTRIC MOTORS                 ,EVTRIC RIDE                                       ,48V 39AH,89800
EVTRIC MOTORS                 ,EVTRIC RIDE                                       ,HSS 72V 34AH,94773
EVTRIC MOTORS                 ,EVTRIC RIDE                                       ,HSS 72V 39AH,98100
EVTRIC MOTORS                 ,EVTRIC RIDE                                       ,60V 34AH,96000
EVTRIC MOTORS                 ,MIGHTY                                            ,62V 32AH,90000
EVTRIC MOTORS                 ,MIGHTY                                            ,48V 34AH,89500
EVTRIC MOTORS                 ,CONNECT                                           ,LITHIUM 60V 48AH,101098
GELIOSE                       ,GELIOSE HOPE                                      ,48V 30AH,47000
GOWEL                         ,GOWEL ZX                                          ,STD,44000
GOWEL                         ,GOWEL ZX                                          ,LI 48V 24AH,55000
OLA ELECTRIC                  ,OLA S1                                            ,STD,139699
OLA ELECTRIC                  ,OLA S1                                            ,PRO,163549
OLA ELECTRIC                  ,OLA S1                                            ,AIR,117499
OLA ELECTRIC                  ,OLA S1                                            ,S1 RANGE 91KM,114000
OLA ELECTRIC                  ,OLA S1                                            ,PRO 2ND GEN,169923
OLA ELECTRIC                  ,OLA S1                                            ,X PLUS,116799
OLA ELECTRIC                  ,OLA S1                                            ,X 3KW,106799
OLA ELECTRIC                  ,OLA S1                                            ,X 2KW,96799
DILLI ELECTRIC AUTO           ,CITY LIFE E SMART                                 ,E SCOOTER,63000
MARUTHISAN PVT LTD            ,MS 3.0                                            ,72V 40AH,88000
MARUTHISAN PVT LTD            ,MS 3.0                                            ,72V 29AH,80000
MARUTHISAN PVT LTD            ,MS 5.0                                            ,72V 50AH,97000
HOP                           ,LEO                                               ,72V 20 AH,77000
HOP                           ,LEO                                               ,E 72V 34AH,94000
HOP                           ,LEO                                               ,LS 29,100010
HOP                           ,LEO                                               ,LS 20,87000
HOP                           ,LEO                                               ,BOV,95841
HOP                           ,LYF                                               ,72V 20 AH,71000
HOP                           ,LYF                                               ,E 72V 34AH,87000
YAKUZA                        ,RUBIA                                             ,E SCOOTER,51000
YAKUZA                        ,RUBIA                                             ,48V/28AH GEL,53000
YAKUZA                        ,RUBIA                                             ,60V/28AH GEL,57000
YAKUZA                        ,RUBIA                                             ,48V/20AH LI,61000
YAKUZA                        ,RUBIA                                             ,51.4V/30AH LI,70500
YAKUZA                        ,RUBIA                                             ,62.9V/30AH LI,84500
YAKUZA                        ,RUBIA                                             ,62.9V/40AH LI,90500
YAKUZA                        ,VIRAJ                                             ,E SCOOTER,60000
YAKUZA                        ,Poppy                                             ,E SCOOTER,46000
YAKUZA                        ,NEU                                               ,E SCOOTER,62000
YAKUZA                        ,NEU                                               ,48V/28AH GEL,55000
YAKUZA                        ,NEU                                               ,60V/28AH GEL,60000
YAKUZA                        ,NEU                                               ,51.4V/30AH LI,76500
YAKUZA                        ,NEU                                               ,62.9V/30AH LI,86500
YAKUZA                        ,NEU                                               ,62.9V/40AH LI,94500
YAKUZA                        ,PHANTOM                                           ,E SCOOTER,60000
YAKUZA                        ,ERICKA                                            ,E SCOOTER,61000
YAKUZA                        ,PIRAL                                             ,E SCOOTER,104000
YAKUZA                        ,DELTA                                             ,E SCOOTER,65000
YAKUZA                        ,AJ STAR                                           ,LED,59000
YAKUZA                        ,AJ STAR                                           ,LITHIUM,75000
YAKUZA                        ,SAPPHIRE                                          ,LITHIUM 72V 45H,121000
YAKUZA                        ,SPARROW                                           ,LEAD ACID 60V 28AH,60781
YAKUZA                        ,CYCLONE                                           ,LEAD ACID 60V,54000
YAKUZA                        ,SOPHIE                                            ,LITHIUM ION 48V 30AH,60900
YAKUZA                        ,SOPHIE                                            ,LITHIUM ION 60V 30AH,69000
HAYASA E MOBILITY             ,IRA                                               ,LITHIUM 60V 30AH,76179
HAYASA E MOBILITY             ,DAKSHA                                            ,E SCOOTER,73317
HAYASA E MOBILITY             ,OJAS                                              ,E SCOOTER,80350
HAYASA E MOBILITY             ,NIRBHAR                                           ,E SCOOTER,65387
MOTION MAN                    ,EZGO                                              ,60V 20AH,68500
MOTION MAN                    ,EZGO                                              ,60V 30AH,78500
MOTION MAN                    ,EZGO                                              ,60V 40AH,98500
MOTION MAN                    ,VZPA                                              ,60V 20AH,75500
MOTION MAN                    ,VZPA                                              ,60V 30AH,65000
MOTION MAN                    ,VZPA                                              ,60V 40AH,102000
POISE ELECTRIC                ,NX120                                             ,E SCOOTY,125000
POISE ELECTRIC                ,NX120                                             ,LITHIUM 72V 34AH,112000
POISE ELECTRIC                ,NX120                                             ,LITHIUM 72V 43AH,124000
POISE ELECTRIC                ,NX120                                             ,LITHIUM 72V 52AH,145000
NS ENERGY                     ,2916,60V 36AH,69000
EVRA                          ,EX-1                                              ,48V 24AH,65000
EVRA                          ,EX-1                                              ,60V 22AH,70000
EVRA                          ,EX-2                                              ,60V 22AH,68541
EVRA                          ,EX-3                                              ,60V 22AH,70000
EVRA                          ,EX-3                                              ,48V 24AH,65000
DELTIC                        ,DRIXX                                             ,E SCOOTY,85000
DELTIC                        ,DRIXX                                             ,60V 26AH LI,71000
DELTIC                        ,DRIXX                                             ,60V 34AH LEAD,68000
DELTIC                        ,DRIXX                                             ,60V 29AH LEAD,65000
DELTIC                        ,DRIXX                                             ,60V 28AH LEAD,64000
DELTIC                        ,DRIXX                                             ,60V 26AH LEAD,59455
DELTIC                        ,COSTA                                             ,48V 26AH LI,62000
DELTIC                        ,COSTA                                             ,48V 28AH LEAD,48000
DELTIC                        ,LEGION                                            ,E SCOOTY,64000
DELTIC                        ,ZGS                                               ,LEAD ACID,64990
DELTIC                        ,ZGS                                               ,LITHIUM ION,96490
DELTIC                        ,REGAL                                             ,LEAD ACID,50000
DELTIC                        ,TRENTO                                            ,LITHIUM ION 72V 40AH,121990
REMARK ELECTRIC               ,HI ENERGY                                         ,LI 48V 26AH,72000
REMARK ELECTRIC               ,HI ENERGY                                         ,LI 60V 26AH,77000
REMARK ELECTRIC               ,HI ENERGY                                         ,PLUS LI 48V 26AH,74900
REMARK ELECTRIC               ,HI ENERGY                                         ,PLUS LI 60V 26AH,79500
REMARK ELECTRIC               ,HI ENERGY                                         ,LD LITHIUM,81000
REMARK ELECTRIC               ,HI ENERGY                                         ,LD LED,85000
REMARK ELECTRIC               ,ATEN                                              ,LI 60V 26AH,80000
REMARK ELECTRIC               ,ATEN                                              ,LI 72V 29AH,92300
REMARK ELECTRIC               ,ATEN                                              ,PLUS LI 60V 26AH,94500
REMARK ELECTRIC               ,ATEN                                              ,PLUS LI 72V 29AH,104000
REMARK ELECTRIC               ,HIP HOP                                           ,LI 48V 26AH,67500
REMARK ELECTRIC               ,HIP HOP                                           ,LI 60V 26AH,73000
REMARK ELECTRIC               ,HIP HOP                                           ,PLUS LI 48V 26AH,69000
REMARK ELECTRIC               ,HIP HOP                                           ,PLUS LI 60V 26AH,74900
REMARK ELECTRIC               ,HIP HOP                                           ,DLX LI 48V 26AH,72000
REMARK ELECTRIC               ,HIP HOP                                           ,DLX LI 60V 26AH,74600
REMARK ELECTRIC               ,HIP HOP                                           ,DLX LEAD 60V 30AH,59990
MIRACLE 5                     ,MIRACLE 5                                         ,LEADACID BATTERY,53000
MIRACLE 5                     ,MIRACLE 5                                         ,LI 48V 30AH,69000
MIRACLE 5                     ,MIRACLE 5                                         ,LI 60V 30AH,73000
MIRACLE 5                     ,FUTURA                                            ,LEADACID BATTERY,63000
MIRACLE 5                     ,FUTURA                                            ,LI 48V 30AH,79000
MIRACLE 5                     ,FUTURA                                            ,LI 60V 30AH,83000
MIRACLE 5                     ,FUTURA                                            ,NX LI 60V 30AH,119999
MIRACLE 5                     ,RACE 70                                           ,LEADACID BATTERY,60800
MIRACLE 5                     ,RACE 70                                           ,LI 48V 30AH,69000
MIRACLE 5                     ,RACE 70                                           ,LI 60V 30AH,73000
MIRACLE 5                     ,RACE 80                                           ,LEADACID BATTERY,63000
MIRACLE 5                     ,RACE 80                                           ,LI 48V 30AH,79000
MIRACLE 5                     ,RACE 80                                           ,LI 60V 30AH,83000
MIRACLE 5                     ,RACE 40                                           ,LI 60V 30AH,80000
MIRACLE 5                     ,RACE 40                                           ,LEADACID BATTERY,60000
TIRANGA AUTOTECH              ,VYOM 60V                                          ,IP LION,120000
TIRANGA AUTOTECH              ,NANDI                                             ,STANDARD,66000
TIRANGA AUTOTECH              ,NANDI                                             ,STANDARD LED ACID,55000
TIRANGA AUTOTECH              ,NANDI                                             ,EPIC LifePO4 48V 24AH,70000
TIRANGA AUTOTECH              ,VAJRA                                             ,60V 28AH,106580
TIRANGA AUTOTECH              ,VAJRA                                             ,60V 30AH,115400
TIRANGA AUTOTECH              ,VAJRA                                             ,60V 40AH,132700
TIRANGA AUTOTECH              ,VAJRA                                             ,60V 32AH,99500
TIRANGA AUTOTECH              ,VAJRA                                             ,60V 42AH,115000
TIRANGA AUTOTECH              ,VAJRA                                             ,60V 54AH,125000
TIRANGA AUTOTECH              ,EPIC                                              ,LEAD 60V,55000
TIRANGA AUTOTECH              ,EPIC                                              ,LITHIUM 48V 26AH,69000
ECO MOTO                      ,STROM                                             ,E SCOOTY,87000
ECO MOTO                      ,WAVE PLUS                                         ,E SCOOTY,86000
ECO MOTO                      ,WAVE                                              ,E SCOOTY,85000
BROI                          ,SPRINT PLUS                                       ,60V 24AH,78393
BROI                          ,SPRINT PLUS                                       ,M1 LITE 60V 24AH,73983
BROI                          ,SPRINT PLUS                                       ,M2 ULTRA 60V 24AH,78918
BROI                          ,SPRINT PLUS                                       ,60V 28AH,81921
BROI                          ,SPRINT PLUS                                       ,M1 LITE 60V 28AH,77511
BROI                          ,SPRINT PLUS                                       ,M2 ULTRA 60V 28AH,82446
BROI                          ,SPRINT PLUS                                       ,60V 30AH,83685
BROI                          ,SPRINT PLUS                                       ,M1 60V 30AH,82792
BROI                          ,SPRINT PLUS                                       ,M1 LITE 60V 30AH,79275
BROI                          ,SPRINT PLUS                                       ,M2 ULTRA 60V 30AH,84210
BROI                          ,SPRINT PLUS                                       ,60V 34AH,87213
BROI                          ,SPRINT PLUS                                       ,M1 LITE 60V 34AH,82803
BROI                          ,SPRINT PLUS                                       ,M2 ULTRA 60V 34AH,87738
BROI                          ,HASTEN                                            ,60V 24AH,77028
BROI                          ,HASTEN                                            ,60V 28AH,80556
BROI                          ,HASTEN                                            ,60V 30AH,82230
BROI                          ,HASTEN                                            ,60V 34AH,85848
BROI                          ,HASTEN                                            ,72V 24AH,81786
BROI                          ,HASTEN                                            ,72V 28AH VRLA BC,63630
BROI                          ,HASTEN                                            ,72V 20AH Li-ion BC,72534
BROI                          ,HASTEN                                            ,72V 28AH Li-ion BC,82353
BROI                          ,HASTEN                                            ,72V 30AH Li-ion BC,83496
BROI                          ,HASTEN                                            ,72V 34AH Li-ion BC,87880
BROI                          ,LIGHTER SL                                        ,60V 24AH,78393
BROI                          ,LIGHTER SL                                        ,60V 28AH,81921
BROI                          ,LIGHTER SL                                        ,60V 30AH,83685
BROI                          ,LIGHTER SL                                        ,60V 34AH,87213
BROI                          ,LIGHTER SL                                        ,48V 28AH VRLA BC,59640
BROI                          ,LIGHTER SL                                        ,"48V 20AH 
Li-ion BC",65961
BROI                          ,LIGHTER SL                                        ,48V 24AH Li-ion BC,68884
BROI                          ,LIGHTER SL                                        ,48V 28AH Li-ion BC,71807
BROI                          ,LIGHTER SL                                        ,48V 30AH Li-ion BC,73857
BROI                          ,LIGHTER SL                                        ,48V 34AH Li-ion BC,76192
BROI                          ,LIGHTER SL                                        ,60V 28AH VRLA BC,62160
BROI                          ,LIGHTER SL                                        ,60V 20AH Li-ion BC,69720
BROI                          ,SPRINT                                            ,48V 28AH VRLA BC,57907
BROI                          ,SPRINT                                            ,"48V 20AH 
Li-ion BC",64228
BROI                          ,SPRINT                                            ,48V 24AH Li-ion BC,67151
BROI                          ,SPRINT                                            ,48V 28AH Li-ion BC,70074
BROI                          ,SPRINT                                            ,48V 30AH Li-ion BC,71536
BROI                          ,SPRINT                                            ,48V 34AH Li-ion BC,74459
BROI                          ,SPRINT                                            ,60V 28AH VRLA BC,60427
BROI                          ,SPRINT                                            ,60V 20AH Li-ion BC,67987
BROI                          ,SPRINT                                            ,60V 24AH Li-ion BC,71641
BROI                          ,SPRINT                                            ,60V 28AH Li-ion BC,75295
BROI                          ,SPRINT                                            ,60V 30AH Li-ion BC,77122
BROI                          ,SPRINT                                            ,60V 34AH Li-ion BC,80776
BROI                          ,SPRINT PLUS M1                                    ,48V 28AH VRLA BC,58747
BROI                          ,SPRINT PLUS M1                                    ,"48V 20AH 
Li-ion BC",65068
BROI                          ,SPRINT PLUS M1                                    ,48V 24AH Li-ion BC,67991
BROI                          ,SPRINT PLUS M1                                    ,48V 28AH Li-ion BC,70914
BROI                          ,SPRINT PLUS M1                                    ,48V 30AH Li-ion BC,72376
BROI                          ,SPRINT PLUS M1                                    ,48V 34AH Li-ion BC,75299
BROI                          ,SPRINT PLUS M1                                    ,60V 28AH VRLA BC,61267
BROI                          ,SPRINT PLUS M1                                    ,60V 20AH Li-ion BC,68827
BROI                          ,SPRINT PLUS M1                                    ,60V 24AH Li-ion BC,72481
BROI                          ,SPRINT PLUS M1                                    ,60V 28AH Li-ion BC,76135
BROI                          ,SPRINT PLUS M1                                    ,60V 34AH Li-ion BC,80776
BROI                          ,SPRINT PLUS M2                                    ,48V 28AH VRLA BC,57907
BROI                          ,SPRINT PLUS M2                                    ,"48V 20AH 
Li-ion BC",64228
BROI                          ,SPRINT PLUS M2                                    ,48V 24AH Li-ion BC,67151
BROI                          ,SPRINT PLUS M2                                    ,48V 28AH Li-ion BC,70074
BROI                          ,SPRINT PLUS M2                                    ,48V 30AH Li-ion BC,71536
BROI                          ,SPRINT PLUS M2                                    ,48V 34AH Li-ion BC,74459
BROI                          ,SPRINT PLUS M2                                    ,60V 28AH VRLA BC,60427
BROI                          ,SPRINT PLUS M2                                    ,60V 20AH Li-ion BC,67987
BROI                          ,SPRINT PLUS M2                                    ,60V 24AH Li-ion BC,71641
BROI                          ,SPRINT PLUS M2                                    ,60V 28AH Li-ion BC,75295
BROI                          ,SPRINT PLUS M2                                    ,60V 30AH Li-ion BC,77122
BROI                          ,SPRINT PLUS M2                                    ,60V 34AH Li-ion BC,81616
BROI                          ,SPRINT M1 LITE                                    ,48V 28AH VRLA BC,55230
BROI                          ,SPRINT M1 LITE                                    ,"48V 20AH 
Li-ion BC",61551
BROI                          ,SPRINT M1 LITE                                    ,48V 24AH Li-ion BC,61404
BROI                          ,SPRINT M1 LITE                                    ,48V 28AH Li-ion BC,67397
BROI                          ,SPRINT M1 LITE                                    ,48V 30AH Li-ion BC,72375
BROI                          ,SPRINT M1 LITE                                    ,48V 34AH Li-ion BC,76787
BROI                          ,SPRINT M1 LITE                                    ,60V 28AH VRLA BC,60795
BROI                          ,SPRINT M1 LITE                                    ,60V 20AH Li-ion BC,68355
BROI                          ,SPRINT M2 LITE                                    ,48V 28AH VRLA BC,54180
BROI                          ,SPRINT M2 LITE                                    ,"48V 20AH 
Li-ion BC",57620
BROI                          ,SPRINT M2 LITE                                    ,48V 24AH Li-ion BC,60404
BROI                          ,SPRINT M2 LITE                                    ,48V 28AH Li-ion BC,63688
BROI                          ,SPRINT M2 LITE                                    ,48V 30AH Li-ion BC,67879
BROI                          ,SPRINT M2 LITE                                    ,48V 34AH Li-ion BC,70802
BROI                          ,SPRINT M2 LITE                                    ,60V 28AH VRLA BC,59700
BROI                          ,SPRINT M2 LITE                                    ,60V 20AH Li-ion BC,70245
BROI                          ,SPRINT M2 LITE                                    ,60V 24AH Li-ion BC,73899
BROI                          ,SPRINT M2 LITE                                    ,60V 28AH Li-ion BC,77553
BROI                          ,SPRINT M2 LITE                                    ,60V 30AH Li-ion BC,79380
BROI                          ,SPRINT M2 LITE                                    ,60V 34AH Li-ion BC,83034
BROI                          ,SPRINT M2 ULTRA                                   ,48V 28AH VRLA BC,60165
BROI                          ,SPRINT M2 ULTRA                                   ,"48V 20AH 
Li-ion BC",66486
BROI                          ,SPRINT M2 ULTRA                                   ,48V 24AH Li-ion BC,69409
BROI                          ,SPRINT M2 ULTRA                                   ,48V 28AH Li-ion BC,72332
BROI                          ,SPRINT M2 ULTRA                                   ,48V 30AH Li-ion BC,73864
BROI                          ,SPRINT M2 ULTRA                                   ,48V 34AH Li-ion BC,76787
BROI                          ,SPRINT M2 ULTRA                                   ,60V 28AH VRLA BC,57750
BROI                          ,SPRINT M2 ULTRA                                   ,60V 20AH Li-ion BC,70717
BROI                          ,SPRINT PLUS PLUS                                  ,48V 28AH VRLA BC,59640
BROI                          ,SPRINT PLUS PLUS                                  ,"48V 20AH 
Li-ion BC",65961
BROI                          ,SPRINT PLUS PLUS                                  ,48V 24AH Li-ion BC,68884
BROI                          ,SPRINT PLUS PLUS                                  ,48V 28AH Li-ion BC,71807
BROI                          ,SPRINT PLUS PLUS                                  ,48V 30AH Li-ion BC,73857
BROI                          ,SPRINT PLUS PLUS                                  ,48V 34AH Li-ion BC,76192
BROI                          ,SPRINT PLUS PLUS                                  ,60V 28AH VRLA BC,62160
BROI                          ,SPRINT PLUS PLUS                                  ,60V 20AH Li-ion BC,69720
LEXA                          ,ELIZA                                             ,48V 26 AH,70000
LEXA                          ,ELIZA                                             ,60V 26 AH,75000
LEXA                          ,ELIZA                                             ,60V 30 AH,82000
LEXA                          ,LIZA                                              ,60V 26 AH,70000
LEXA                          ,LIZA                                              ,60V 30 AH,70000
LEXA                          ,LIZA                                              ,72V 30 AH,70000
LEXA                          ,LIZA                                              ,72V 52 AH,70000
LEXA                          ,LIZA                                              ,60V 35 AH,120000
LEXA                          ,LIZA                                              ,60V 40 AH,130000
LEXA                          ,LIZA                                              ,60V 50 AH,130000
LEXA                          ,LIZA                                              ,60V 70 AH,155000
LEXA                          ,BAZZ                                              ,60V 35 AH,116000
BRIGHT STAR                   ,W1                                                ,60V 250W,59000
BRIGHT STAR                   ,EW 110                                            ,60V 250W,88000
BRIGHT STAR                   ,W2-65                                             ,60V 250W,72000
BRIGHT STAR                   ,EW 85                                             ,60V 250W,78000
YUG ELECTRIC                  ,YUG                                               ,400 60V 28AH LEAD ACID,58000
YUG ELECTRIC                  ,YUG                                               ,400 RED 60V 30AH LI ION,72000
YUG ELECTRIC                  ,YUG                                               ,400 BLACK 60V 30AH LI ION,72000
YUG ELECTRIC                  ,YUG                                               ,400 60V 25AH LI ION,68000
YUG ELECTRIC                  ,YUG                                               ,ECO 60V 25AH LI ION,68000
YUG ELECTRIC                  ,YUG                                               ,IGNOR 25AH LI ION,90000
YUG ELECTRIC                  ,YUG                                               ,IGNOR 60V 30AH,73500
YUG ELECTRIC                  ,YUG                                               ,IGNOR 60V 36AH,85000
YUG ELECTRIC                  ,YUG                                               ,400 60V 36AH LI ION,84000
LEO ELECTRIC                  ,E LORA                                            ,PLUS LEAD ACID,58000
LEO ELECTRIC                  ,E LORA                                            ,DELUXE LEAD ACID,60000
LEO ELECTRIC                  ,E LORA                                            ,SUPREME LEAD ACID,70000
LEO ELECTRIC                  ,E LORA                                            ,PRIME LEAD ACID,70000
YED ELECTRIC                  ,ANGEL PLUS                                        ,60 V,57000
YED ELECTRIC                  ,MARS                                              ,60 V,58000
YED ELECTRIC                  ,Galaxy                                            ,60 V,58000
YED ELECTRIC                  ,ZEUS                                              ,60 V,58000
ADMS E BIKE                   ,ELECTRIC MECHANICAL                               ,LITHIUM BATTERY,70000
ADMS E BIKE                   ,GTR                                               ,LITHIUM BATTERY,120000
ADMS E BIKE                   ,LEGEND                                            ,LITHIUM BATTERY,100000
ADMS E BIKE                   ,MARVEL                                            ,LITHIUM BATTERY,80000
ADMS E BIKE                   ,RIDER                                             ,MANTRA DLX LITH BATTERY,99000
ADMS E BIKE                   ,RIDER                                             ,400 E BIKE,77000
ADMS E BIKE                   ,RIDER                                             ,LITHIUM BATTERY,77000
ADMS E BIKE                   ,MANTRA                                            ,LITHIUM BATTERY,111000
ADMS E BIKE                   ,ROYAL                                             ,LITHIUM BATTERY,96000
